title,year,budget,revenue,roi,success,avg_sentiment,n_reviews,genres_list
Lethal Weapon 2,1989.0,25000000.0,227853986.0,9.11415944,1,,,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
Lethal Weapon 3,1992.0,35000000.0,321731527.0,9.192329342857143,1,,,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
Gremlins,1984.0,11000000.0,153083102.0,13.916645636363636,1,,,"['Fantasy', 'Horror', 'Comedy']"
Gremlins 2: The New Batch,1990.0,50000000.0,41482207.0,0.82964414,0,,,"['Comedy', 'Horror', 'Fantasy']"
The Goonies,1985.0,19000000.0,61503218.0,3.2370114736842104,1,,,"['Adventure', 'Comedy', 'Family']"
The Mask of Zorro,1998.0,95000000.0,250288523.0,2.6346160315789473,1,,,"['Action', 'Adventure']"
Back to the Future Part II,1989.0,40000000.0,332000000.0,8.3,1,,,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
Back to the Future Part III,1990.0,40000000.0,244527583.0,6.113189575,1,,,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
Dangerous Liaisons,1988.0,14000000.0,34670720.0,2.47648,1,,,"['Drama', 'Romance']"
Dune,1984.0,40000000.0,30925690.0,0.77314225,0,,,"['Action', 'Science Fiction', 'Adventure']"
The Last Temptation of Christ,1988.0,7000000.0,8373585.0,1.1962264285714286,1,,,['Drama']
The Godfather: Part III,1990.0,54000000.0,136766062.0,2.532704851851852,1,,,"['Crime', 'Drama', 'Thriller']"
The Rapture,1991.0,1227401.0,1277401.0,1.0407364830238854,1,,,"['Mystery', 'Drama']"
Lolita,1997.0,62000000.0,1060056.0,0.017097677419354838,0,,,"['Drama', 'Romance']"
Disturbing Behavior,1998.0,15000000.0,17507368.0,1.1671578666666667,1,,,"['Mystery', 'Horror', 'Science Fiction']"
Jane Austen's Mafia!,1998.0,10000000.0,19000000.0,1.9,1,,,"['Comedy', 'Crime']"
Saving Private Ryan,1998.0,70000000.0,481840909.0,6.8834415571428575,1,,,"['Drama', 'History', 'War']"
The Black Cauldron,1985.0,25000000.0,21288692.0,0.85154768,0,,,['Animation']
Cheetah,1989.0,5000000.0,8153677.0,1.6307354,1,0.2014625,8.0,"['Drama', 'Family']"
The Great Mouse Detective,1986.0,14000000.0,38625550.0,2.7589678571428573,1,,,"['Comedy', 'Animation', 'Family']"
Hocus Pocus,1993.0,28000000.0,39514713.0,1.41123975,1,,,"['Comedy', 'Family', 'Fantasy']"
Honey I Blew Up the Kid,1992.0,40000000.0,58662452.0,1.4665613,1,,,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
"Honey, I Shrunk the Kids",1989.0,32000000.0,222724172.0,6.960130375,1,,,"['Adventure', 'Comedy', 'Family', 'Science Fiction']"
The Negotiator,1998.0,50000000.0,44547681.0,0.89095362,0,,,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Roger & Me,1989.0,160000.0,6706368.0,41.9148,1,,,"['Documentary', 'History']"
The Purple Rose of Cairo,1985.0,15000000.0,10631333.0,0.7087555333333333,0,,,"['Fantasy', 'Comedy', 'Romance']"
The 'Burbs,1989.0,18000000.0,36602000.0,2.0334444444444446,1,,,"['Comedy', 'Horror', 'Thriller']"
Blue Velvet,1986.0,6000000.0,8551228.0,1.4252046666666667,1,,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Little Mermaid,1989.0,40000000.0,222300000.0,5.5575,1,,,"['Animation', 'Family']"
The Mighty Ducks,1992.0,10000000.0,50752337.0,5.0752337,1,,,"['Comedy', 'Family']"
The Rescuers Down Under,1990.0,37931000.0,47431461.0,1.2504669267881152,1,,,"['Adventure', 'Animation', 'Crime', 'Family', 'Fantasy']"
Return to Oz,1985.0,25000000.0,11137801.0,0.44551204,0,,,"['Adventure', 'Family', 'Fantasy']"
The Rocketeer,1991.0,42000000.0,62000000.0,1.4761904761904763,1,,,"['Action', 'Adventure', 'Science Fiction', 'Family']"
Something Wicked This Way Comes,1983.0,19000000.0,5656087.0,0.2976887894736842,0,,,"['Fantasy', 'Mystery', 'Thriller']"
Splash,1984.0,8000000.0,69821334.0,8.72766675,1,,,"['Comedy', 'Fantasy', 'Romance']"
Tron,1982.0,17000000.0,33000000.0,1.9411764705882353,1,,,"['Science Fiction', 'Action', 'Adventure']"
Halloween: H20,1998.0,17000000.0,55041738.0,3.237749294117647,1,,,"['Horror', 'Thriller']"
Graveyard Shift,1990.0,10500000.0,11582891.0,1.1031324761904762,1,,,"['Drama', 'Horror']"
The Outsiders,1983.0,10000000.0,33697647.0,3.3697647,1,,,"['Crime', 'Drama']"
Indiana Jones and the Temple of Doom,1984.0,28000000.0,333000000.0,11.892857142857142,1,,,"['Adventure', 'Action']"
The Dead Zone,1983.0,10000000.0,20766616.0,2.0766616,1,,,"['Horror', 'Science Fiction', 'Thriller']"
Maximum Overdrive,1986.0,10000000.0,7433663.0,0.7433663,0,,,"['Action', 'Drama', 'Horror', 'Science Fiction']"
Cujo,1983.0,5000000.0,21200000.0,4.24,1,-0.134685,40.0,"['Horror', 'Thriller']"
Children of the Corn,1984.0,800000.0,14000000.0,17.5,1,,,"['Drama', 'Fantasy', 'Horror', 'Thriller']"
All Dogs Go to Heaven,1989.0,13800000.0,27100027.0,1.9637700724637681,1,,,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']"
The Addams Family,1991.0,30000000.0,191502426.0,6.3834142,1,,,"['Horror', 'Comedy', 'Fantasy']"
Ever After: A Cinderella Story,1998.0,26000000.0,65705772.0,2.5271450769230768,1,,,"['Drama', 'Romance', 'Comedy']"
Snake Eyes,1998.0,73000000.0,103891409.0,1.4231699863013698,1,,,"['Crime', 'Mystery']"
"First Love, Last Rites",1998.0,300000.0,40542.0,0.13514,0,,,['Drama']
Atlantic City,1980.0,7200000.0,12729678.0,1.7680108333333333,1,,,"['Crime', 'Drama', 'Romance']"
The Secret of NIMH,1982.0,7000000.0,14665733.0,2.095104714285714,1,,,"['Fantasy', 'Animation', 'Drama', 'Family']"
The Dark Crystal,1982.0,15000000.0,40577001.0,2.7051334,1,,,['Fantasy']
An American Tail,1986.0,9000000.0,84542002.0,9.393555777777777,1,,,"['Drama', 'Family', 'Animation', 'Adventure']"
Legend,1985.0,25000000.0,15502112.0,0.62008448,0,,,"['Adventure', 'Fantasy']"
Sixteen Candles,1984.0,6500000.0,23686027.0,3.644004153846154,1,,,"['Comedy', 'Romance']"
The Gods Must Be Crazy,1980.0,5000000.0,60000000.0,12.0,1,,,"['Action', 'Comedy']"
The Avengers,1998.0,60000000.0,48585416.0,0.8097569333333333,0,,,['Thriller']
How Stella Got Her Groove Back,1998.0,20000000.0,37672350.0,1.8836175,1,,,"['Comedy', 'Drama', 'Romance']"
The NeverEnding Story,1984.0,27000000.0,20158808.0,0.7466225185185185,0,,,"['Drama', 'Family', 'Fantasy', 'Adventure']"
The Neverending Story II: The Next Chapter,1990.0,32000000.0,16283667.0,0.50886459375,0,,,"['Drama', 'Family', 'Fantasy', 'Adventure']"
Your Friends & Neighbors,1998.0,5000000.0,4710749.0,0.9421498,0,,,"['Drama', 'Comedy']"
Blade,1998.0,45000000.0,131183530.0,2.9151895555555556,1,,,"['Horror', 'Action']"
Beetlejuice,1988.0,15000000.0,73326666.0,4.8884444,1,0.29037068965517243,58.0,"['Fantasy', 'Comedy']"
54,1998.0,13000000.0,16757163.0,1.2890125384615385,1,0.06471739130434782,69.0,"['Music', 'Drama']"
I Married a Strange Person!,1998.0,250.0,203.0,0.812,0,,,"['Drama', 'Comedy', 'Animation']"
Willow,1988.0,35000000.0,57269863.0,1.6362818,1,,,"['Adventure', 'Drama', 'Action']"
The Untouchables,1987.0,25000000.0,76270454.0,3.05081816,1,,,"['Crime', 'Drama', 'History', 'Thriller']"
Rounders,1998.0,12000000.0,22921898.0,1.9101581666666667,1,,,"['Drama', 'Crime']"
Cube,1997.0,250000.0,501818.0,2.007272,1,0.05998947368421054,38.0,"['Thriller', 'Science Fiction', 'Mystery']"
Simon Birch,1998.0,20000000.0,18253415.0,0.91267075,0,,,"['Comedy', 'Drama', 'Family']"
Without Limits,1998.0,25000000.0,777423.0,0.03109692,0,,,['Drama']
Broadcast News,1987.0,20000000.0,51249404.0,2.5624702,1,,,"['Comedy', 'Drama', 'Romance']"
Working Girl,1988.0,28000000.0,103173635.0,3.6847726785714285,1,,,"['Comedy', 'Drama', 'Romance']"
Married to the Mob,1988.0,10000000.0,21486757.0,2.1486757,1,,,"['Comedy', 'Crime', 'Romance']"
Parasite,1982.0,800000.0,7000000.0,8.75,1,,,"['Horror', 'Science Fiction']"
Nothing but Trouble,1991.0,40000000.0,8479793.0,0.211994825,0,,,"['Comedy', 'Adventure']"
A Few Good Men,1992.0,40000000.0,243240178.0,6.08100445,1,,,['Drama']
Indecent Proposal,1993.0,38000000.0,266614059.0,7.0161594473684215,1,,,['Drama']
Rush Hour,1998.0,33000000.0,244386864.0,7.405662545454545,1,,,"['Action', 'Comedy', 'Crime', 'Thriller']"
Six-String Samurai,1998.0,2000000.0,124494.0,0.062247,0,,,"['Action', 'Adventure', 'Science Fiction']"
Ronin,1998.0,55000000.0,41610884.0,0.7565615272727273,0,,,"['Action', 'Thriller', 'Crime', 'Adventure']"
Urban Legend,1998.0,14000000.0,72527595.0,5.1805425,1,,,"['Horror', 'Thriller']"
The Sheltering Sky,1990.0,25000000.0,2075084.0,0.08300336,0,,,"['Adventure', 'Drama', 'Romance']"
The Thing,1982.0,15000000.0,19629760.0,1.3086506666666666,1,,,"['Horror', 'Mystery', 'Science Fiction']"
The Player,1992.0,8000000.0,21706101.0,2.713262625,1,,,"['Comedy', 'Drama']"
Stardust Memories,1980.0,10000000.0,10389003.0,1.0389003,1,,,"['Comedy', 'Drama', 'Romance']"
Edward Scissorhands,1990.0,20000000.0,53000000.0,2.65,1,,,"['Fantasy', 'Drama', 'Romance']"
Antz,1998.0,60000000.0,171757863.0,2.86263105,1,0.3452010752688172,93.0,"['Adventure', 'Animation', 'Comedy', 'Family']"
A Night at the Roxbury,1998.0,17000000.0,30331165.0,1.7841861764705882,1,,,['Comedy']
What Dreams May Come,1998.0,85000000.0,71485043.0,0.841000505882353,0,,,"['Drama', 'Fantasy', 'Romance']"
Strangeland,1998.0,1100000.0,631221.0,0.5738372727272727,0,,,['Horror']
History of the World: Part I,1981.0,11000000.0,31672907.0,2.8793551818181817,1,,,['Comedy']
My Cousin Vinny,1992.0,11000000.0,64088552.0,5.826232,1,,,"['Comedy', 'Drama']"
2010,1984.0,28000000.0,40400657.0,1.442880607142857,1,,,"['Thriller', 'Science Fiction']"
The Elephant Man,1980.0,5000000.0,26010864.0,5.2021728,1,,,"['Drama', 'History']"
Bride of Chucky,1998.0,25000000.0,50671850.0,2.026874,1,,,"['Horror', 'Comedy']"
Practical Magic,1998.0,75000000.0,46683377.0,0.6224450266666667,0,,,"['Drama', 'Fantasy', 'Comedy']"
Happiness,1998.0,3000000.0,2807390.0,0.9357966666666667,0,,,"['Comedy', 'Drama']"
Soldier,1998.0,75000000.0,14567883.0,0.19423844,0,,,"['Action', 'War', 'Science Fiction']"
Life Is Beautiful,1997.0,20000000.0,229400000.0,11.47,1,,,"['Comedy', 'Drama']"
Tales from the Darkside: The Movie,1990.0,3500000.0,16324573.0,4.664163714285714,1,,,"['Thriller', 'Comedy', 'Fantasy', 'Horror']"
American History X,1998.0,20000000.0,23875127.0,1.19375635,1,,,['Drama']
Living Out Loud,1998.0,12000000.0,12902790.0,1.0752325,1,,,"['Comedy', 'Drama', 'Romance']"
Gods and Monsters,1998.0,10000000.0,6451628.0,0.6451628,0,,,['Drama']
The Siege,1998.0,70000000.0,116672912.0,1.6667558857142857,1,,,"['Drama', 'Action', 'Thriller', 'Crime']"
The Waterboy,1998.0,23000000.0,185991646.0,8.086593304347826,1,,,['Comedy']
Elizabeth,1998.0,30000000.0,82150642.0,2.7383547333333333,1,,,"['Drama', 'History']"
I Still Know What You Did Last Summer,1998.0,65000000.0,40002112.0,0.6154171076923077,0,,,"['Horror', 'Mystery', 'Thriller']"
Meet Joe Black,1998.0,90000000.0,142940100.0,1.5882233333333333,1,,,"['Fantasy', 'Drama', 'Mystery']"
Runaway Train,1985.0,9000000.0,7936012.0,0.8817791111111111,0,,,"['Action', 'Thriller']"
Sid & Nancy,1986.0,4000000.0,2826523.0,0.70663075,0,,,"['Drama', 'Music', 'Romance']"
Enemy of the State,1998.0,90000000.0,250649836.0,2.7849981777777777,1,,,"['Action', 'Drama', 'Thriller']"
The Rugrats Movie,1998.0,30000000.0,100491683.0,3.3497227666666665,1,,,"['Animation', 'Family']"
A Bug's Life,1998.0,120000000.0,363258859.0,3.0271571583333334,1,,,"['Adventure', 'Animation', 'Comedy', 'Family']"
Central Station,1998.0,2900000.0,5596708.0,1.9298993103448276,1,,,['Drama']
Godzilla 1985,1984.0,2000000.0,4100000.0,2.05,1,,,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']"
King Kong Lives,1986.0,10000000.0,4711220.0,0.471122,0,,,"['Action', 'Horror']"
Desperately Seeking Susan,1985.0,5000000.0,27400000.0,5.48,1,,,['Comedy']
Fletch,1985.0,8000000.0,59612888.0,7.451611,1,,,"['Comedy', 'Crime', 'Mystery']"
Fletch Lives,1989.0,8045760.0,35150960.0,4.3688800063636,1,,,"['Comedy', 'Crime', 'Mystery']"
Red Sonja,1985.0,17900000.0,6948633.0,0.3881917877094972,0,,,"['Adventure', 'Fantasy', 'Action']"
The Money Pit,1986.0,10000000.0,54999651.0,5.4999651,1,,,"['Comedy', 'Romance']"
A View to a Kill,1985.0,30000000.0,152427960.0,5.080932,1,,,"['Adventure', 'Action', 'Thriller']"
Police Academy,1984.0,4500000.0,146198896.0,32.488643555555555,1,,,"['Comedy', 'Crime']"
Babe: Pig in the City,1998.0,90000000.0,69131860.0,0.7681317777777777,0,,,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']"
Home Fries,1998.0,15000000.0,10443316.0,0.6962210666666667,0,,,"['Drama', 'Comedy', 'Romance']"
Ringmaster,1998.0,3500000.0,9247881.0,2.6422517142857145,1,,,['Comedy']
Very Bad Things,1998.0,30000000.0,9898412.0,0.3299470666666667,0,,,"['Comedy', 'Crime', 'Thriller']"
Psycho,1998.0,60000000.0,37141130.0,0.6190188333333333,0,,,"['Horror', 'Mystery', 'Thriller']"
Star Trek: Insurrection,1998.0,70000000.0,118000000.0,1.6857142857142857,1,,,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
The Prince of Egypt,1998.0,70000000.0,218613188.0,3.1230455428571426,1,,,"['Adventure', 'Animation', 'Drama', 'Family', 'Music']"
Rushmore,1998.0,9000000.0,17096053.0,1.8995614444444444,1,,,"['Comedy', 'Drama']"
Shakespeare in Love,1998.0,25000000.0,289317794.0,11.57271176,1,,,"['Romance', 'History']"
Santa Claus: The Movie,1985.0,50000000.0,23717291.0,0.47434582,0,,,"['Family', 'Fantasy', 'Adventure', 'Science Fiction', 'Comedy']"
Rambo: First Blood Part II,1985.0,44000000.0,300400432.0,6.827282545454546,1,,,"['Action', 'Adventure', 'Thriller', 'War']"
First Blood,1982.0,15000000.0,125212904.0,8.347526933333333,1,,,"['Action', 'Adventure', 'Thriller', 'War']"
Rambo III,1988.0,63000000.0,189015611.0,3.000247793650794,1,,,"['Action', 'Adventure', 'Thriller', 'War']"
The Jewel of the Nile,1985.0,25000000.0,96773200.0,3.870928,1,,,"['Action', 'Adventure', 'Comedy', 'Romance']"
Romancing the Stone,1984.0,10000000.0,86572238.0,8.6572238,1,,,"['Action', 'Adventure', 'Comedy', 'Romance']"
Cocoon: The Return,1988.0,17500000.0,25024919.0,1.4299953714285714,1,,,"['Comedy', 'Drama', 'Science Fiction']"
Rocky III,1982.0,17000000.0,270000000.0,15.882352941176471,1,,,['Drama']
Rocky IV,1985.0,31000000.0,300473716.0,9.692700516129031,1,,,['Drama']
Rocky V,1990.0,42000000.0,119946358.0,2.855865666666667,1,,,['Drama']
Clue,1985.0,15000000.0,14643997.0,0.9762664666666667,0,0.3258225806451613,31.0,"['Comedy', 'Thriller', 'Crime', 'Mystery']"
The Karate Kid,1984.0,8000000.0,90815558.0,11.35194475,1,,,['Drama']
"The Karate Kid, Part II",1986.0,113.0,115103979.0,1018619.2831858407,1,,,"['Adventure', 'Drama', 'Action', 'Romance', 'Family']"
National Lampoon's Christmas Vacation,1989.0,27000000.0,71320000.0,2.6414814814814815,1,,,['Comedy']
You've Got Mail,1998.0,65000000.0,250821495.0,3.8587922307692306,1,,,"['Comedy', 'Romance']"
The Thin Red Line,1998.0,52000000.0,98126565.0,1.887049326923077,1,,,"['Drama', 'History', 'War']"
The Faculty,1998.0,15000000.0,40283321.0,2.6855547333333334,1,,,"['Horror', 'Mystery', 'Science Fiction']"
Patch Adams,1998.0,50000000.0,202292902.0,4.04585804,1,,,"['Comedy', 'Drama']"
A Civil Action,1998.0,70000000.0,56702901.0,0.8100414428571429,0,,,['Drama']
Tea with Mussolini,1999.0,12000000.0,21001563.0,1.75013025,1,,,"['Comedy', 'Drama', 'War']"
Affliction,1997.0,6000000.0,6330054.0,1.055009,1,-0.12199,50.0,['Drama']
Playing by Heart,1998.0,20000000.0,3970078.0,0.1985039,0,,,['Drama']
Virus,1999.0,75000000.0,14010690.0,0.1868092,0,,,"['Horror', 'Action', 'Science Fiction']"
Howard the Duck,1986.0,37000000.0,37962774.0,1.026020918918919,1,,,"['Comedy', 'Fantasy', 'Science Fiction']"
The Fly,1986.0,15000000.0,60629159.0,4.041943933333333,1,,,"['Horror', 'Science Fiction']"
Armed and Dangerous,1986.0,12000000.0,15945534.0,1.3287945,1,,,"['Action', 'Comedy', 'Crime']"
The Texas Chainsaw Massacre 2,1986.0,4700000.0,8025872.0,1.707632340425532,1,,,['Horror']
Texas Chainsaw Massacre: The Next Generation,1994.0,600000.0,185898.0,0.30983,0,,,"['Horror', 'Comedy', 'Thriller']"
The Name of the Rose,1986.0,20000000.0,77200000.0,3.86,1,,,"['Drama', 'Thriller', 'Mystery']"
Peggy Sue Got Married,1986.0,18000000.0,41382841.0,2.299046722222222,1,,,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Crocodile Dundee,1986.0,5000000.0,328203506.0,65.6407012,1,,,"['Adventure', 'Comedy']"
The Color of Money,1986.0,13800000.0,52293982.0,3.7894189855072464,1,,,['Drama']
Heartbreak Ridge,1986.0,15000000.0,42724017.0,2.8482678,1,,,"['Action', 'Comedy', 'Drama', 'War']"
She's All That,1999.0,10000000.0,103166989.0,10.3166989,1,,,"['Comedy', 'Romance']"
"Blood, Guts, Bullets and Octane",1998.0,7300.0,13674.0,1.873150684931507,1,,,"['Action', 'Comedy', 'Thriller']"
Payback,1999.0,90000000.0,161626121.0,1.7958457888888888,1,,,"['Drama', 'Action', 'Thriller', 'Crime']"
Simply Irresistible,1999.0,6000000.0,4398989.0,0.7331648333333334,0,,,['Comedy']
Blast from the Past,1999.0,35000000.0,40263020.0,1.150372,1,,,"['Comedy', 'Romance']"
Message in a Bottle,1999.0,80000000.0,118880016.0,1.4860002,1,,,"['Romance', 'Drama']"
My Favorite Martian,1999.0,65000000.0,36850101.0,0.5669246307692307,0,,,"['Comedy', 'Drama', 'Family', 'Science Fiction']"
Jawbreaker,1999.0,3000000.0,3076820.0,1.0256066666666668,1,,,['Comedy']
Office Space,1999.0,10000000.0,12827813.0,1.2827813,1,,,"['Comedy', 'Crime']"
200 Cigarettes,1999.0,6000000.0,6852450.0,1.142075,1,,,"['Comedy', 'Drama', 'Romance']"
8MM,1999.0,40000000.0,96618699.0,2.415467475,1,-0.07057619047619047,84.0,"['Thriller', 'Crime', 'Mystery']"
Pet Sematary,1989.0,11500000.0,57469467.0,4.997344956521739,1,,,"['Drama', 'Horror']"
Pet Sematary II,1992.0,8000000.0,17092453.0,2.136556625,1,,,['Horror']
Children of the Corn II: The Final Sacrifice,1993.0,900000.0,6980986.0,7.756651111111111,1,,,['Horror']
Analyze This,1999.0,80000000.0,176885658.0,2.211070725,1,,,"['Comedy', 'Crime']"
The Corruptor,1999.0,25000000.0,15156200.0,0.606248,0,,,"['Action', 'Crime', 'Mystery', 'Thriller']"
Cruel Intentions,1999.0,10500000.0,75902208.0,7.228781714285715,1,,,"['Drama', 'Romance', 'Thriller']"
"Lock, Stock and Two Smoking Barrels",1998.0,1350000.0,3897569.0,2.8870881481481483,1,,,"['Comedy', 'Crime']"
The Deep End of the Ocean,1999.0,38000000.0,28121100.0,0.7400289473684211,0,,,"['Drama', 'Mystery']"
The Rage: Carrie 2,1999.0,21000000.0,17762705.0,0.8458430952380952,0,,,"['Horror', 'Thriller', 'Science Fiction']"
Dead Ringers,1988.0,13000000.0,8038508.0,0.6183467692307693,0,,,"['Drama', 'Horror', 'Thriller']"
Baby Geniuses,1999.0,12000000.0,36450736.0,3.037561333333333,1,,,"['Science Fiction', 'Comedy', 'Family']"
Forces of Nature,1999.0,75000000.0,93888180.0,1.2518424,1,,,"['Romance', 'Comedy']"
The King and I,1999.0,25000000.0,12000000.0,0.48,0,,,"['Animation', 'Drama', 'Family']"
The Mod Squad,1999.0,50000000.0,13260050.0,0.265201,0,,,"['Action', 'Mystery', 'Thriller']"
The Matrix,1999.0,63000000.0,463517383.0,7.357418777777778,1,,,"['Action', 'Science Fiction']"
10 Things I Hate About You,1999.0,16000000.0,53478166.0,3.342385375,1,,,"['Comedy', 'Romance', 'Drama']"
The Out-of-Towners,1999.0,75000000.0,29000000.0,0.38666666666666666,0,,,['Comedy']
Following,1998.0,6000.0,48482.0,8.080333333333334,1,,,"['Crime', 'Drama', 'Thriller']"
Go,1999.0,6500000.0,28451622.0,4.377172615384615,1,,,"['Crime', 'Comedy', 'Thriller']"
Never Been Kissed,1999.0,25000000.0,84565230.0,3.3826092,1,,,"['Romance', 'Comedy', 'Drama']"
Twin Dragons,1992.0,10000000.0,8359717.0,0.8359717,0,,,"['Comedy', 'Action']"
Cookie's Fortune,1999.0,10000000.0,10920544.0,1.0920544,1,,,"['Comedy', 'Drama', 'Thriller']"
Life,1999.0,80000000.0,73345029.0,0.9168128625,0,,,"['Comedy', 'Crime']"
Open Your Eyes,1997.0,2900000.0,368234.0,0.12697724137931035,0,,,"['Drama', 'Thriller']"
Lost & Found,1999.0,1.0,100.0,100.0,1,,,"['Comedy', 'Romance']"
eXistenZ,1999.0,15000000.0,2856712.0,0.19044746666666668,0,,,"['Action', 'Thriller', 'Science Fiction', 'Horror']"
Entrapment,1999.0,66000000.0,212404396.0,3.2182484242424243,1,0.1748710843373494,83.0,"['Romance', 'Drama', 'Mystery']"
Idle Hands,1999.0,25000000.0,4152230.0,0.1660892,0,,,"['Thriller', 'Comedy', 'Horror']"
Night of the Comet,1984.0,3000000.0,14418922.0,4.806307333333334,1,,,"['Comedy', 'Horror', 'Science Fiction']"
Dick Tracy,1990.0,47000000.0,103738726.0,2.2072069361702127,1,,,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
The Mummy,1999.0,80000000.0,415885488.0,5.1985686,1,,,"['Adventure', 'Action', 'Fantasy']"
The Castle,1997.0,786675.0,861789.0,1.095482886833826,1,,,"['Drama', 'Comedy']"
Edge of Seventeen,1998.0,1500000.0,870751.0,0.5805006666666667,0,,,"['Comedy', 'Drama', 'Romance']"
Star Wars: Episode I - The Phantom Menace,1999.0,115000000.0,924317558.0,8.037543982608696,1,,,"['Adventure', 'Action', 'Science Fiction']"
Superman II,1980.0,54000000.0,190458706.0,3.527013074074074,1,,,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
Superman III,1983.0,39000000.0,75850624.0,1.9448877948717949,1,,,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']"
Superman IV: The Quest for Peace,1987.0,17000000.0,19300000.0,1.1352941176470588,1,,,"['Action', 'Adventure', 'Science Fiction']"
It Came from Hollywood,1982.0,5000000.0,2091037.0,0.4182074,0,,,"['Comedy', 'Documentary']"
Notting Hill,1999.0,42000000.0,363889678.0,8.664039952380952,1,,,"['Romance', 'Comedy', 'Drama']"
The Thirteenth Floor,1999.0,16000000.0,18564088.0,1.1602555,1,,,"['Thriller', 'Science Fiction', 'Mystery']"
Limbo,1999.0,8000000.0,1997807.0,0.249725875,0,,,"['Adventure', 'Drama', 'Thriller']"
Austin Powers: The Spy Who Shagged Me,1999.0,33000000.0,310940086.0,9.422426848484848,1,,,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']"
The Red Violin,1998.0,18000000.0,9495408.0,0.5275226666666667,0,,,"['Drama', 'Thriller', 'Mystery', 'Music', 'Romance']"
Tarzan,1999.0,150000000.0,448000000.0,2.986666666666667,1,,,"['Adventure', 'Animation', 'Drama', 'Family']"
The General's Daughter,1999.0,60000000.0,149705852.0,2.4950975333333334,1,,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
An Ideal Husband,1999.0,14000000.0,18535191.0,1.3239422142857142,1,,,"['Drama', 'Comedy', 'Romance']"
Run Lola Run,1998.0,1530000.0,7267585.0,4.750055555555556,1,,,"['Action', 'Drama', 'Thriller']"
Big Daddy,1999.0,34200000.0,234801895.0,6.865552485380117,1,,,"['Comedy', 'Drama']"
The Dinner Game,1998.0,12500000.0,78599508.0,6.28796064,1,,,['Comedy']
Arachnophobia,1990.0,31000000.0,53208180.0,1.7163929032258065,1,0.1869684210526316,38.0,"['Comedy', 'Horror']"
Wild Wild West,1999.0,170000000.0,222104681.0,1.3064981235294117,1,,,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']"
American Pie,1999.0,11000000.0,235483004.0,21.40754581818182,1,,,"['Comedy', 'Romance']"
Muppets from Space,1999.0,24000000.0,16290976.0,0.6787906666666667,0,,,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']"
The Blair Witch Project,1999.0,60000.0,248000000.0,4133.333333333333,1,,,"['Horror', 'Mystery']"
Eyes Wide Shut,1999.0,65000000.0,162091208.0,2.4937108923076923,1,,,"['Mystery', 'Drama']"
Lake Placid,1999.0,27000000.0,56870414.0,2.1063116296296296,1,,,"['Horror', 'Comedy', 'Action', 'Science Fiction', 'Thriller']"
The Wood,1999.0,6000000.0,25059640.0,4.176606666666666,1,,,"['Comedy', 'Drama', 'Romance']"
Ghostbusters,1984.0,30000000.0,295212467.0,9.840415566666668,1,,,"['Comedy', 'Fantasy']"
Ghostbusters II,1989.0,37000000.0,215394738.0,5.821479405405405,1,,,"['Comedy', 'Fantasy']"
Drop Dead Gorgeous,1999.0,10000000.0,10571408.0,1.0571408,1,,,['Comedy']
The Haunting,1999.0,80000000.0,91188905.0,1.1398613125,1,,,"['Horror', 'Thriller', 'Fantasy', 'Mystery']"
Trick,1999.0,450000.0,2049595.0,4.554655555555556,1,,,"['Comedy', 'Romance']"
Deep Blue Sea,1999.0,60000000.0,73648228.0,1.2274704666666667,1,,,"['Action', 'Science Fiction', 'Thriller']"
Mystery Men,1999.0,68000000.0,29762011.0,0.4376766323529412,0,,,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']"
Runaway Bride,1999.0,70000000.0,309457509.0,4.420821557142857,1,,,"['Comedy', 'Romance']"
Vibes,1988.0,1884000.0,1883811.0,0.9998996815286624,0,,,"['Romance', 'Action', 'Comedy']"
The Golden Child,1986.0,25000000.0,79817939.0,3.19271756,1,,,"['Action', 'Adventure', 'Comedy']"
The Color Purple,1985.0,15000000.0,146292009.0,9.7528006,1,,,['Drama']
Native Son,1986.0,2000000.0,1301121.0,0.6505605,0,,,['Drama']
The Mission,1986.0,24500000.0,17218023.0,0.7027764489795918,0,,,"['Adventure', 'Drama', 'Action', 'History']"
